activity_period,operating_airline,operating_airline_iata_code,geo_summary,geo_region,adjusted_passenger_count,year,month
200605,China Airlines,CI,International,Asia,11179,2006,May
200605,Delta Air Lines,DL,Domestic,US,73345,2006,May
200605,Delta Air Lines,DL,Domestic,US,71282,2006,May
200605,EVA Airways,BR,International,Asia,11580,2006,May
200605,EVA Airways,BR,International,Asia,11850,2006,May
200605,Frontier Airlines,F9,Domestic,US,19205,2006,May
200605,Frontier Airlines,F9,Domestic,US,18573,2006,May
200605,Hawaiian Airlines,HA,Domestic,US,7145,2006,May
200605,Hawaiian Airlines,HA,Domestic,US,7367,2006,May
200605,Horizon Air ,QX,Domestic,US,4362,2006,May
200605,Horizon Air ,QX,Domestic,US,4757,2006,May
200605,Icelandair,FI,International,Europe,933,2006,May
200605,Icelandair,FI,International,Europe,1034,2006,May
200605,Japan Airlines,JL,International,Asia,7296,2006,May
200605,Japan Airlines,JL,International,Asia,8719,2006,May
200605,KLM Royal Dutch Airlines,KL,International,Europe,8158,2006,May
200605,KLM Royal Dutch Airlines,KL,International,Europe,8444,2006,May
200605,Korean Air Lines,KE,International,Asia,6099,2006,May
200605,Korean Air Lines,KE,International,Asia,5819,2006,May
200605,Lufthansa German Airlines,LH,International,Europe,20441,2006,May
200605,Lufthansa German Airlines,LH,International,Europe,21090,2006,May
200605,Mesa Airlines,YV,Domestic,US,1404,2006,May
200605,Mesa Airlines,YV,Domestic,US,1288,2006,May
200605,Mexicana Airlines,MX,International,Mexico,6813,2006,May
200605,Mexicana Airlines,MX,International,Mexico,6893,2006,May
200605,Midwest Airlines,YX,Domestic,US,2675,2006,May
200605,Midwest Airlines,YX,Domestic,US,3802,2006,May
200605,Northwest Airlines,NW,Domestic,US,48545,2006,May
200605,Northwest Airlines,NW,Domestic,US,49433,2006,May
200605,Northwest Airlines,NW,International,Asia,6591,2006,May
200605,Northwest Airlines,NW,International,Asia,7114,2006,May
200605,Philippine Airlines,PR,International,Asia,13012,2006,May
200605,Philippine Airlines,PR,International,Asia,11540,2006,May
200605,Qantas Airways,QF,International,Australia / Oceania,3927,2006,May
200605,Qantas Airways,QF,International,Australia / Oceania,2830,2006,May
200605,Singapore Airlines,SQ,International,Asia,15846,2006,May
200605,Singapore Airlines,SQ,International,Asia,17328,2006,May
200605,SkyWest Airlines,OO,Domestic,US,3019,2006,May
200605,SkyWest Airlines,OO,Domestic,US,2965,2006,May
200605,SkyWest Airlines,OO,Domestic,US,106904,2006,May
200605,SkyWest Airlines,OO,Domestic,US,106901,2006,May
200605,SkyWest Airlines,OO,International,Canada,5372,2006,May
200605,SkyWest Airlines,OO,International,Canada,5771,2006,May
200605,Spirit Airlines,NK,Domestic,US,714,2006,May
200605,Spirit Airlines,NK,Domestic,US,802,2006,May
200605,Sun Country Airlines,SY,Domestic,US,3525,2006,May
200605,Sun Country Airlines,SY,Domestic,US,3643,2006,May
200605,TACA,TA,International,Central America,4660,2006,May
200605,TACA,TA,International,Central America,4194,2006,May
200605,US Airways,US ,Domestic,US,37332,2006,May
200605,US Airways,US ,Domestic,US,36461,2006,May
200605,US Airways,US ,Domestic,US,34779,2006,May
200605,US Airways,US ,Domestic,US,38116,2006,May
200605,United Airlines,UA,Domestic,US,51811,2006,May
200605,United Airlines,UA,Domestic,US,50800,2006,May
200605,United Airlines - Pre 07/01/2013,UA,Domestic,US,59554,2006,May
200605,United Airlines - Pre 07/01/2013,UA,Domestic,US,55233,2006,May
200605,United Airlines - Pre 07/01/2013,UA,Domestic,US,403619,2006,May
200605,United Airlines - Pre 07/01/2013,UA,Domestic,US,397549,2006,May
200605,United Airlines - Pre 07/01/2013,UA,Domestic,US,14408,2006,May
200605,United Airlines - Pre 07/01/2013,UA,International,Asia,68834,2006,May
200605,United Airlines - Pre 07/01/2013,UA,International,Asia,73184,2006,May
200605,United Airlines - Pre 07/01/2013,UA,International,Asia,7052,2006,May
200605,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,7210,2006,May
200605,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,6816,2006,May
200605,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,1846,2006,May
200605,United Airlines - Pre 07/01/2013,UA,International,Canada,11787,2006,May
200605,United Airlines - Pre 07/01/2013,UA,International,Canada,11479,2006,May
200605,United Airlines - Pre 07/01/2013,UA,International,Canada,10,2006,May
200605,United Airlines - Pre 07/01/2013,UA,International,Europe,24687,2006,May
200605,United Airlines - Pre 07/01/2013,UA,International,Europe,27825,2006,May
200605,United Airlines - Pre 07/01/2013,UA,International,Europe,1226,2006,May
200605,United Airlines - Pre 07/01/2013,UA,International,Mexico,9554,2006,May
200605,United Airlines - Pre 07/01/2013,UA,International,Mexico,9762,2006,May
200607,Horizon Air ,QX,Domestic,US,4644,2006,July
200605,United Airlines - Pre 07/01/2013,UA,International,Mexico,470,2006,May
200605,Virgin Atlantic,VS,International,Europe,9277,2006,May
200605,Virgin Atlantic,VS,International,Europe,11174,2006,May
200606,Air Canada ,AC,International,Canada,27485,2006,June
200606,Air Canada ,AC,International,Canada,32147,2006,June
200606,Air Canada Jazz,QK,International,Canada,116,2006,June
200606,Air Canada Jazz,QK,International,Canada,115,2006,June
200606,Air China,CA,International,Asia,5718,2006,June
200606,Air China,CA,International,Asia,5920,2006,June
200606,Air France,AF,International,Europe,11567,2006,June
200606,Air France,AF,International,Europe,12310,2006,June
200606,Air New Zealand,NZ,International,Australia / Oceania,7066,2006,June
200606,Air New Zealand,NZ,International,Australia / Oceania,6267,2006,June
200606,AirTran Airways,FL,Domestic,US,10421,2006,June
200606,AirTran Airways,FL,Domestic,US,10770,2006,June
200606,Alaska Airlines,AS,Domestic,US,33527,2006,June
200606,Alaska Airlines,AS,Domestic,US,39118,2006,June
200606,Alaska Airlines,AS,Domestic,US,8788,2006,June
200606,Alaska Airlines,AS,International,Canada,7656,2006,June
200606,Alaska Airlines,AS,International,Canada,9547,2006,June
200606,Alaska Airlines,AS,International,Mexico,7544,2006,June
200606,Alaska Airlines,AS,International,Mexico,8871,2006,June
200606,Alaska Airlines,AS,International,Mexico,3648,2006,June
200606,All Nippon Airways,NH,International,Asia,6758,2006,June
200606,All Nippon Airways,NH,International,Asia,7122,2006,June
200606,American Airlines,AA,Domestic,US,150444,2006,June
200606,American Airlines,AA,Domestic,US,158779,2006,June
200606,American Eagle Airlines,MQ,Domestic,US,5203,2006,June
200606,American Eagle Airlines,MQ,Domestic,US,5109,2006,June
200606,Ameriflight,A8,Domestic,US,5,2006,June
200606,Ameriflight,A8,Domestic,US,5,2006,June
200606,Asiana Airlines,OZ,International,Asia,4219,2006,June
200606,Asiana Airlines,OZ,International,Asia,4969,2006,June
200606,BelAir Airlines,4T,International,Europe,66,2006,June
200606,BelAir Airlines,4T,International,Europe,89,2006,June
200606,British Airways,BA,International,Europe,20118,2006,June
200606,British Airways,BA,International,Europe,20596,2006,June
200606,Cathay Pacific,CX,International,Asia,11140,2006,June
200606,Cathay Pacific,CX,International,Asia,11109,2006,June
200606,China Airlines,CI,International,Asia,10912,2006,June
200606,China Airlines,CI,International,Asia,11643,2006,June
200606,Delta Air Lines,DL,Domestic,US,82227,2006,June
200606,Delta Air Lines,DL,Domestic,US,86931,2006,June
200606,EVA Airways,BR,International,Asia,12335,2006,June
200606,EVA Airways,BR,International,Asia,13602,2006,June
200606,Frontier Airlines,F9,Domestic,US,17507,2006,June
200606,Frontier Airlines,F9,Domestic,US,18229,2006,June
200606,Hawaiian Airlines,HA,Domestic,US,7088,2006,June
200606,Hawaiian Airlines,HA,Domestic,US,7314,2006,June
200606,Horizon Air ,QX,Domestic,US,4634,2006,June
200606,Horizon Air ,QX,Domestic,US,4969,2006,June
200606,Icelandair,FI,International,Europe,3063,2006,June
200606,Icelandair,FI,International,Europe,4117,2006,June
200606,Japan Airlines,JL,International,Asia,8612,2006,June
200606,Japan Airlines,JL,International,Asia,9031,2006,June
200606,KLM Royal Dutch Airlines,KL,International,Europe,8197,2006,June
200606,KLM Royal Dutch Airlines,KL,International,Europe,8361,2006,June
200606,Korean Air Lines,KE,International,Asia,6732,2006,June
200606,Korean Air Lines,KE,International,Asia,7138,2006,June
200606,Lufthansa German Airlines,LH,International,Europe,20337,2006,June
200606,Lufthansa German Airlines,LH,International,Europe,21107,2006,June
200606,Mesa Airlines,YV,Domestic,US,1107,2006,June
200606,Mesa Airlines,YV,Domestic,US,962,2006,June
200606,Mexicana Airlines,MX,International,Mexico,6385,2006,June
200606,Mexicana Airlines,MX,International,Mexico,9347,2006,June
200606,Midwest Airlines,YX,Domestic,US,6481,2006,June
200606,Midwest Airlines,YX,Domestic,US,7348,2006,June
200606,Northwest Airlines,NW,Domestic,US,63365,2006,June
200606,Northwest Airlines,NW,Domestic,US,66155,2006,June
200606,Northwest Airlines,NW,International,Asia,6745,2006,June
200606,Northwest Airlines,NW,International,Asia,7192,2006,June
200606,Philippine Airlines,PR,International,Asia,10288,2006,June
200606,Philippine Airlines,PR,International,Asia,12424,2006,June
200606,Qantas Airways,QF,International,Australia / Oceania,5415,2006,June
200606,Qantas Airways,QF,International,Australia / Oceania,6055,2006,June
200606,Singapore Airlines,SQ,International,Asia,16891,2006,June
200606,Singapore Airlines,SQ,International,Asia,19058,2006,June
200606,SkyWest Airlines,OO,Domestic,US,3720,2006,June
200606,SkyWest Airlines,OO,Domestic,US,3664,2006,June
200606,SkyWest Airlines,OO,Domestic,US,102429,2006,June
200606,SkyWest Airlines,OO,Domestic,US,102667,2006,June
200606,SkyWest Airlines,OO,International,Canada,4574,2006,June
200606,SkyWest Airlines,OO,International,Canada,5066,2006,June
200606,Spirit Airlines,NK,Domestic,US,3183,2006,June
200606,Spirit Airlines,NK,Domestic,US,3259,2006,June
200606,Sun Country Airlines,SY,Domestic,US,4181,2006,June
200606,Sun Country Airlines,SY,Domestic,US,4373,2006,June
200606,TACA,TA,International,Central America,4563,2006,June
200606,TACA,TA,International,Central America,5213,2006,June
200606,US Airways,US ,Domestic,US,37966,2006,June
200606,US Airways,US ,Domestic,US,42144,2006,June
200606,US Airways,US ,Domestic,US,38216,2006,June
200606,US Airways,US ,Domestic,US,43943,2006,June
200606,United Airlines,UA,Domestic,US,60431,2006,June
200606,United Airlines,UA,Domestic,US,63270,2006,June
200606,United Airlines - Pre 07/01/2013,UA,Domestic,US,64124,2006,June
200606,United Airlines - Pre 07/01/2013,UA,Domestic,US,66372,2006,June
200606,United Airlines - Pre 07/01/2013,UA,Domestic,US,404815,2006,June
200606,United Airlines - Pre 07/01/2013,UA,Domestic,US,433650,2006,June
200606,United Airlines - Pre 07/01/2013,UA,Domestic,US,18762,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Asia,72690,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Asia,75274,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Asia,6210,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,8523,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,7879,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,2088,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Canada,12063,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Canada,11801,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Canada,50,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Europe,26263,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Europe,27666,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Europe,896,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Mexico,11085,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Mexico,12721,2006,June
200606,United Airlines - Pre 07/01/2013,UA,International,Mexico,440,2006,June
200606,Virgin Atlantic,VS,International,Europe,10555,2006,June
200606,Virgin Atlantic,VS,International,Europe,11412,2006,June
200607,Air Canada ,AC,International,Canada,39649,2006,July
200607,Air Canada ,AC,International,Canada,36847,2006,July
200607,Air Canada Jazz,QK,International,Canada,331,2006,July
200607,Air Canada Jazz,QK,International,Canada,316,2006,July
200607,Air China,CA,International,Asia,5782,2006,July
200607,Air China,CA,International,Asia,5861,2006,July
200607,Air France,AF,International,Europe,12990,2006,July
200607,Air France,AF,International,Europe,11960,2006,July
200607,Air New Zealand,NZ,International,Australia / Oceania,7118,2006,July
200607,Air New Zealand,NZ,International,Australia / Oceania,8275,2006,July
200607,AirTran Airways,FL,Domestic,US,11519,2006,July
200607,AirTran Airways,FL,Domestic,US,11729,2006,July
200607,Alaska Airlines,AS,Domestic,US,34835,2006,July
200607,Alaska Airlines,AS,Domestic,US,39064,2006,July
200607,Alaska Airlines,AS,Domestic,US,8546,2006,July
200607,Alaska Airlines,AS,International,Canada,8492,2006,July
200607,Alaska Airlines,AS,International,Canada,9823,2006,July
200607,Alaska Airlines,AS,International,Mexico,8367,2006,July
200607,Alaska Airlines,AS,International,Mexico,8280,2006,July
200607,Alaska Airlines,AS,International,Mexico,2778,2006,July
200607,All Nippon Airways,NH,International,Asia,6620,2006,July
200607,All Nippon Airways,NH,International,Asia,6125,2006,July
200607,American Airlines,AA,Domestic,US,167225,2006,July
200607,American Airlines,AA,Domestic,US,159845,2006,July
200607,American Eagle Airlines,MQ,Domestic,US,5162,2006,July
200607,American Eagle Airlines,MQ,Domestic,US,4718,2006,July
200607,Asiana Airlines,OZ,International,Asia,4937,2006,July
200607,Asiana Airlines,OZ,International,Asia,3901,2006,July
200607,BelAir Airlines,4T,International,Europe,237,2006,July
200607,BelAir Airlines,4T,International,Europe,367,2006,July
200607,BelAir Airlines,4T,International,Europe,332,2006,July
200607,British Airways,BA,International,Europe,21205,2006,July
200607,British Airways,BA,International,Europe,20394,2006,July
200607,Cathay Pacific,CX,International,Asia,11819,2006,July
200607,Cathay Pacific,CX,International,Asia,10974,2006,July
200607,China Airlines,CI,International,Asia,11898,2006,July
200607,China Airlines,CI,International,Asia,10708,2006,July
200607,Delta Air Lines,DL,Domestic,US,89907,2006,July
200607,Delta Air Lines,DL,Domestic,US,86360,2006,July
200607,EVA Airways,BR,International,Asia,14339,2006,July
200607,EVA Airways,BR,International,Asia,13659,2006,July
200607,Frontier Airlines,F9,Domestic,US,24996,2006,July
200607,Frontier Airlines,F9,Domestic,US,24081,2006,July
200607,Hawaiian Airlines,HA,Domestic,US,7294,2006,July
200607,Hawaiian Airlines,HA,Domestic,US,7629,2006,July
200607,Horizon Air ,QX,Domestic,US,4975,2006,July
200607,Icelandair,FI,International,Europe,4422,2006,July
200607,Icelandair,FI,International,Europe,4366,2006,July
200607,Japan Airlines,JL,International,Asia,9584,2006,July
200607,Japan Airlines,JL,International,Asia,9179,2006,July
200607,KLM Royal Dutch Airlines,KL,International,Europe,8394,2006,July
200607,KLM Royal Dutch Airlines,KL,International,Europe,7408,2006,July
200607,Korean Air Lines,KE,International,Asia,7372,2006,July
200607,Korean Air Lines,KE,International,Asia,5883,2006,July
200607,Lufthansa German Airlines,LH,International,Europe,22233,2006,July
200607,Lufthansa German Airlines,LH,International,Europe,21049,2006,July
200607,Mexicana Airlines,MX,International,Mexico,9302,2006,July
200607,Mexicana Airlines,MX,International,Mexico,8913,2006,July
200607,Midwest Airlines,YX,Domestic,US,7008,2006,July
200607,Midwest Airlines,YX,Domestic,US,7820,2006,July
200607,Northwest Airlines,NW,Domestic,US,70641,2006,July
200607,Northwest Airlines,NW,Domestic,US,69551,2006,July
200607,Northwest Airlines,NW,International,Asia,7338,2006,July
200607,Northwest Airlines,NW,International,Asia,6618,2006,July
200607,Philippine Airlines,PR,International,Asia,13272,2006,July
200607,Philippine Airlines,PR,International,Asia,10440,2006,July
200607,Qantas Airways,QF,International,Australia / Oceania,8140,2006,July
200607,Qantas Airways,QF,International,Australia / Oceania,7714,2006,July
200607,Singapore Airlines,SQ,International,Asia,19362,2006,July
200607,Singapore Airlines,SQ,International,Asia,18114,2006,July
200607,SkyWest Airlines,OO,Domestic,US,6246,2006,July
200607,SkyWest Airlines,OO,Domestic,US,5471,2006,July
200607,SkyWest Airlines,OO,Domestic,US,104350,2006,July
200607,SkyWest Airlines,OO,Domestic,US,103058,2006,July
200607,SkyWest Airlines,OO,International,Canada,5787,2006,July
200607,SkyWest Airlines,OO,International,Canada,5531,2006,July
200607,Spirit Airlines,NK,Domestic,US,3638,2006,July
200607,Spirit Airlines,NK,Domestic,US,3631,2006,July
200607,Sun Country Airlines,SY,Domestic,US,4684,2006,July
200607,Sun Country Airlines,SY,Domestic,US,4532,2006,July
200607,TACA,TA,International,Central America,6297,2006,July
200607,TACA,TA,International,Central America,6162,2006,July
200607,US Airways,US ,Domestic,US,37746,2006,July
200607,US Airways,US ,Domestic,US,44613,2006,July
200607,US Airways,US ,Domestic,US,40832,2006,July
200607,US Airways,US ,Domestic,US,44458,2006,July
200607,United Airlines,UA,Domestic,US,66914,2006,July
200607,United Airlines,UA,Domestic,US,64183,2006,July
200607,United Airlines - Pre 07/01/2013,UA,Domestic,US,11888,2006,July
200607,United Airlines - Pre 07/01/2013,UA,Domestic,US,120,2006,July
200607,United Airlines - Pre 07/01/2013,UA,Domestic,US,28947,2006,July
200607,United Airlines - Pre 07/01/2013,UA,Domestic,US,27386,2006,July
200607,United Airlines - Pre 07/01/2013,UA,Domestic,US,1034,2006,July
200607,United Airlines - Pre 07/01/2013,UA,Domestic,US,66009,2006,July
200607,United Airlines - Pre 07/01/2013,UA,Domestic,US,395122,2006,July
200607,United Airlines - Pre 07/01/2013,UA,Domestic,US,66477,2006,July
200607,United Airlines - Pre 07/01/2013,UA,Domestic,US,405636,2006,July
200607,United Airlines - Pre 07/01/2013,UA,Domestic,US,17696,2006,July
200607,United Airlines - Pre 07/01/2013,UA,International,Asia,77224,2006,July
200607,United Airlines - Pre 07/01/2013,UA,International,Asia,67871,2006,July
200607,United Airlines - Pre 07/01/2013,UA,International,Asia,8010,2006,July
200607,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,8775,2006,July
200607,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,8958,2006,July
200607,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,2446,2006,July
200607,United Airlines - Pre 07/01/2013,UA,International,Canada,14731,2006,July
200607,United Airlines - Pre 07/01/2013,UA,International,Canada,13081,2006,July
200607,United Airlines - Pre 07/01/2013,UA,International,Canada,104,2006,July
200608,American Airlines,AA,Domestic,US,152596,2006,August
200607,United Airlines - Pre 07/01/2013,UA,International,Europe,28644,2006,July
200607,United Airlines - Pre 07/01/2013,UA,International,Europe,27892,2006,July
200607,United Airlines - Pre 07/01/2013,UA,International,Europe,1324,2006,July
200607,United Airlines - Pre 07/01/2013,UA,International,Mexico,13681,2006,July
200607,United Airlines - Pre 07/01/2013,UA,International,Mexico,13837,2006,July
200607,United Airlines - Pre 07/01/2013,UA,International,Mexico,336,2006,July
200607,Virgin Atlantic,VS,International,Europe,11517,2006,July
200607,Virgin Atlantic,VS,International,Europe,10993,2006,July
200608,Air Canada ,AC,International,Canada,39212,2006,August
200608,Air Canada ,AC,International,Canada,38890,2006,August
200608,Air Canada Jazz,QK,International,Canada,285,2006,August
200608,Air Canada Jazz,QK,International,Canada,219,2006,August
200608,Air China,CA,International,Asia,5798,2006,August
200608,Air China,CA,International,Asia,5671,2006,August
200608,Air France,AF,International,Europe,11865,2006,August
200608,Air France,AF,International,Europe,11816,2006,August
200608,Air New Zealand,NZ,International,Australia / Oceania,8001,2006,August
200608,Air New Zealand,NZ,International,Australia / Oceania,6129,2006,August
200608,AirTran Airways,FL,Domestic,US,13190,2006,August
200608,AirTran Airways,FL,Domestic,US,13940,2006,August
200608,Alaska Airlines,AS,Domestic,US,36640,2006,August
200608,Alaska Airlines,AS,Domestic,US,38720,2006,August
200608,Alaska Airlines,AS,Domestic,US,8252,2006,August
200608,Alaska Airlines,AS,International,Canada,8717,2006,August
200608,Alaska Airlines,AS,International,Canada,9069,2006,August
200608,Alaska Airlines,AS,International,Canada,236,2006,August
200608,Alaska Airlines,AS,International,Mexico,7303,2006,August
200608,Alaska Airlines,AS,International,Mexico,7797,2006,August
200608,Alaska Airlines,AS,International,Mexico,3798,2006,August
200608,All Nippon Airways,NH,International,Asia,6915,2006,August
200608,All Nippon Airways,NH,International,Asia,6064,2006,August
200608,American Airlines,AA,Domestic,US,156227,2006,August
200608,American Eagle Airlines,MQ,Domestic,US,4986,2006,August
200608,American Eagle Airlines,MQ,Domestic,US,4329,2006,August
200608,Ameriflight,A8,Domestic,US,7,2006,August
200608,Asiana Airlines,OZ,International,Asia,5214,2006,August
200608,Asiana Airlines,OZ,International,Asia,4071,2006,August
200608,BelAir Airlines,4T,International,Europe,640,2006,August
200608,BelAir Airlines,4T,International,Europe,861,2006,August
200608,British Airways,BA,International,Europe,19448,2006,August
200608,British Airways,BA,International,Europe,18385,2006,August
200608,Cathay Pacific,CX,International,Asia,11042,2006,August
200608,Cathay Pacific,CX,International,Asia,9867,2006,August
200608,China Airlines,CI,International,Asia,11965,2006,August
200608,China Airlines,CI,International,Asia,9912,2006,August
200608,Delta Air Lines,DL,Domestic,US,86823,2006,August
200608,Delta Air Lines,DL,Domestic,US,86492,2006,August
200608,EVA Airways,BR,International,Asia,14889,2006,August
200608,EVA Airways,BR,International,Asia,11900,2006,August
200608,Frontier Airlines,F9,Domestic,US,24068,2006,August
200608,Frontier Airlines,F9,Domestic,US,23805,2006,August
200608,Hawaiian Airlines,HA,Domestic,US,7483,2006,August
200608,Hawaiian Airlines,HA,Domestic,US,7231,2006,August
200608,Horizon Air ,QX,Domestic,US,4596,2006,August
200608,Horizon Air ,QX,Domestic,US,5157,2006,August
200608,Icelandair,FI,International,Europe,6129,2006,August
200608,Icelandair,FI,International,Europe,3441,2006,August
200608,Japan Airlines,JL,International,Asia,9683,2006,August
200608,Japan Airlines,JL,International,Asia,8778,2006,August
200608,KLM Royal Dutch Airlines,KL,International,Europe,8401,2006,August
200608,KLM Royal Dutch Airlines,KL,International,Europe,8431,2006,August
200608,Korean Air Lines,KE,International,Asia,7592,2006,August
200608,Korean Air Lines,KE,International,Asia,6044,2006,August
200608,Lufthansa German Airlines,LH,International,Europe,21517,2006,August
200608,Lufthansa German Airlines,LH,International,Europe,21472,2006,August
200608,Mexicana Airlines,MX,International,Mexico,8490,2006,August
200608,Mexicana Airlines,MX,International,Mexico,7414,2006,August
200608,Midwest Airlines,YX,Domestic,US,6600,2006,August
200608,Midwest Airlines,YX,Domestic,US,7917,2006,August
200608,Northwest Airlines,NW,Domestic,US,65235,2006,August
200608,Northwest Airlines,NW,Domestic,US,64007,2006,August
200608,Northwest Airlines,NW,International,Asia,7286,2006,August
200608,Northwest Airlines,NW,International,Asia,6704,2006,August
200608,Philippine Airlines,PR,International,Asia,13291,2006,August
200608,Philippine Airlines,PR,International,Asia,8478,2006,August
200608,Qantas Airways,QF,International,Australia / Oceania,5650,2006,August
200608,Qantas Airways,QF,International,Australia / Oceania,4559,2006,August
200608,Singapore Airlines,SQ,International,Asia,19825,2006,August
200608,Singapore Airlines,SQ,International,Asia,16179,2006,August
200608,SkyWest Airlines,OO,Domestic,US,6148,2006,August
200608,SkyWest Airlines,OO,Domestic,US,5535,2006,August
200608,SkyWest Airlines,OO,Domestic,US,103331,2006,August
200608,SkyWest Airlines,OO,Domestic,US,103140,2006,August
200608,SkyWest Airlines,OO,International,Canada,5648,2006,August
200608,SkyWest Airlines,OO,International,Canada,5649,2006,August
200608,Spirit Airlines,NK,Domestic,US,3597,2006,August
200608,Spirit Airlines,NK,Domestic,US,3640,2006,August
200608,Sun Country Airlines,SY,Domestic,US,4653,2006,August
200608,Sun Country Airlines,SY,Domestic,US,4457,2006,August
200608,TACA,TA,International,Central America,6235,2006,August
200608,TACA,TA,International,Central America,4950,2006,August
200608,US Airways,US ,Domestic,US,41862,2006,August
200608,US Airways,US ,Domestic,US,43236,2006,August
200608,US Airways,US ,Domestic,US,40734,2006,August
200608,US Airways,US ,Domestic,US,43898,2006,August
200608,United Airlines,UA,Domestic,US,65805,2006,August
200608,United Airlines,UA,Domestic,US,65297,2006,August
200608,United Airlines - Pre 07/01/2013,UA,Domestic,US,8553,2006,August
200608,United Airlines - Pre 07/01/2013,UA,Domestic,US,608,2006,August
200608,United Airlines - Pre 07/01/2013,UA,Domestic,US,28073,2006,August
200608,United Airlines - Pre 07/01/2013,UA,Domestic,US,26525,2006,August
200608,United Airlines - Pre 07/01/2013,UA,Domestic,US,990,2006,August
200608,United Airlines - Pre 07/01/2013,UA,Domestic,US,61199,2006,August
200608,United Airlines - Pre 07/01/2013,UA,Domestic,US,388993,2006,August
200608,United Airlines - Pre 07/01/2013,UA,Domestic,US,60479,2006,August
200608,United Airlines - Pre 07/01/2013,UA,Domestic,US,396292,2006,August
200608,United Airlines - Pre 07/01/2013,UA,Domestic,US,16910,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Asia,76437,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Asia,68238,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Asia,7924,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,8475,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,8097,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,2796,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Canada,15965,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Canada,14403,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Canada,120,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Europe,26704,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Europe,27028,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Europe,1110,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Mexico,12763,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Mexico,12744,2006,August
200608,United Airlines - Pre 07/01/2013,UA,International,Mexico,238,2006,August
200608,Virgin Atlantic,VS,International,Europe,10685,2006,August
200608,Virgin Atlantic,VS,International,Europe,11072,2006,August
200608,Xtra Airways,XP,Domestic,US,73,2006,August
200608,Xtra Airways,XP,Domestic,US,73,2006,August
200609,Air Canada ,AC,International,Canada,24662,2006,September
200609,Air Canada ,AC,International,Canada,25495,2006,September
200609,Air Canada Jazz,QK,International,Canada,322,2006,September
200609,Air Canada Jazz,QK,International,Canada,288,2006,September
200609,Air China,CA,International,Asia,5496,2006,September
200609,Air China,CA,International,Asia,5658,2006,September
200609,Air France,AF,International,Europe,11012,2006,September
200609,Air France,AF,International,Europe,11291,2006,September
200609,Air New Zealand,NZ,International,Australia / Oceania,6398,2006,September
200609,Air New Zealand,NZ,International,Australia / Oceania,6597,2006,September
200609,AirTran Airways,FL,Domestic,US,9046,2006,September
200609,AirTran Airways,FL,Domestic,US,9021,2006,September
200609,Alaska Airlines,AS,Domestic,US,31718,2006,September
200609,Alaska Airlines,AS,Domestic,US,34169,2006,September
200609,Alaska Airlines,AS,Domestic,US,9484,2006,September
200609,Alaska Airlines,AS,International,Canada,6455,2006,September
200609,Alaska Airlines,AS,International,Canada,7342,2006,September
200609,Alaska Airlines,AS,International,Canada,532,2006,September
200609,Alaska Airlines,AS,International,Mexico,4413,2006,September
200609,Alaska Airlines,AS,International,Mexico,7285,2006,September
200609,Alaska Airlines,AS,International,Mexico,3766,2006,September
200609,All Nippon Airways,NH,International,Asia,6074,2006,September
200609,All Nippon Airways,NH,International,Asia,6106,2006,September
200609,American Airlines,AA,Domestic,US,134410,2006,September
200609,American Airlines,AA,Domestic,US,135153,2006,September
200609,American Eagle Airlines,MQ,Domestic,US,3761,2006,September
